id, created_time, status_type,link, likes, shares, comments
124955570892789_1002860159768988, 2016-03-16T22:06:01+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1002860159768988/?type=3,40235, 7051, 1161
124955570892789_1004277179627286, 2016-03-16T19:47:00+0000, shared_story, http://www.berniesanders.com/WhatComesNext,40303, 4290, 1502
124955570892789_1004200849634919, 2016-03-16T16:21:03+0000, shared_story, https://www.facebook.com/berniesanders/videos/932920983429573/,53696, 3, 1497
124955570892789_1004120552976282, 2016-03-16T13:52:14+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1004120552976282/?type=3,48178, 6923, 1760
124955570892789_1003826073005730, 2016-03-16T03:22:30+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1003826073005730/?type=3,81213, 9491, 3070
124955570892789_1003691843019153, 2016-03-15T22:47:42+0000, mobile_status_update, null,18221, 2589, 1568
124955570892789_1003644129690591, 2016-03-15T21:24:38+0000, shared_story, https://votetracker.berniesanders.com/,2034, 356, 520
124955570892789_1002969373091400, 2016-03-15T18:03:00+0000, added_video, https://www.facebook.com/berniesanders/videos/1002969373091400/,30302, 9957, 1085
124955570892789_1003360123052325, 2016-03-15T16:19:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1003359813052356/?type=3,15999, 5028, 1048
124955570892789_1003361493052188, 2016-03-15T14:21:53+0000, shared_story, http://votetracker.berniesanders.com/,2623, 745, 364
124955570892789_1003330853055252, 2016-03-15T12:43:40+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1003330853055252/?type=3,32729, 9591, 1429
124955570892789_1002961253092212, 2016-03-15T03:46:00+0000, shared_story, http://www.theguardian.com/usnews/2016/mar/14/election2016techpolicynetneutralityberniesandersdonaldtrump,50759, 7428, 959
124955570892789_1002982583090079, 2016-03-15T01:46:00+0000, shared_story, http://www.nytimes.com/2016/03/15/us/politics/berniesandersamendments.html,31470, 5082, 701
124955570892789_1002921873096150, 2016-03-14T23:54:56+0000, added_video, https://www.facebook.com/berniesanders/videos/1002921873096150/,16653, 3375, 778
124955570892789_1002828956438775, 2016-03-14T21:15:30+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1002828956438775/?type=3,36525, 23733, 1780
124955570892789_1002019363186401, 2016-03-14T14:22:52+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1002019363186401/?type=3,18279, 26646, 2105
124955570892789_1002198433168494, 2016-03-14T01:22:44+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1002198433168494/?type=3,33091, 8895, 1039
124955570892789_1002030649851939, 2016-03-13T19:52:52+0000, added_video, https://www.facebook.com/berniesanders/videos/1002030649851939/,136039, 67267, 8137
124955570892789_1001828703205467, 2016-03-13T16:04:00+0000, mobile_status_update, null,77450, 15893, 2528
124955570892789_1000365946685076, 2016-03-13T13:36:39+0000, added_video, https://www.facebook.com/berniesanders/videos/1000365946685076/,24539, 5412, 743
124955570892789_1001508943237443, 2016-03-13T03:04:04+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1001508943237443/?type=3,23158, 4572, 975
